"","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","ethnicity","medical_conditions","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","depth_from_pia_um","ephys_session_id","transcriptomics_sample_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","subclass"
"2480","mIVSCC-MET",754896300,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413068.04.02.01","right","VISpm2/3",413068,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413068","F","P61",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,754896261,"SM.GE8XF_S084_E1.50","RSC-178","CS180626100026","Vip Pygm C1ql1","Vip"
"2481","mIVSCC-MET",754896455,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413068.03.01.01","left","VISp2/3",413068,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413068","F","P61",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,754896429,"SM.GE8XF_S093_E1.50","RSC-178","CS180626100025","Vip Chat Htr1f","Vip"
"2482","mIVSCC-MET",754897161,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413068.03.02.02","right","VISp2/3",413068,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413068","F","P61",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,754897146,"SM.GE8XF_S087_E1.50","RSC-178","CS180626100025","Vip Chat Htr1f","Vip"
"2483","mIVSCC-MET",755265909,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503.03.02.01","right","VISp6a",413503,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503","M","P58",NA,NA,"Chrna2-Cre_OE25/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755265677,"SM.GE5VR_S117_E1.50","RSC-179","CS180626100018","Vip Gpc3 Slc18a3","Vip"
"2484","mIVSCC-MET",755326644,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503.03.02.02","right","VISp2/3",413503,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503","M","P58",NA,NA,"Chrna2-Cre_OE25/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755326503,"SM.GE5VR_S118_E1.50","RSC-179","CS180626100017","Vip Arhgap36 Hmcn1","Vip"
"2485","mIVSCC-MET",755367415,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503.05.02.01","right","VISp2/3",413503,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503","M","P58",NA,NA,"Chrna2-Cre_OE25/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755367250,"SM.GE5VR_S119_E1.50","RSC-179","CS180626100011","Sncg Vip Itih5","Sncg"
"2486","mIVSCC-MET",755385868,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503.05.01.01","left","VISp6a",413503,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503","M","P58",NA,NA,"Chrna2-Cre_OE25/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755385596,"SM.GE5VR_S133_E1.50","RSC-179","CS180626100017","Vip Arhgap36 Hmcn1","Vip"
"2487","mIVSCC-MET",755393467,"Pvalb-IRES-Cre;Ai14-413268.03.01.01","left","VISpm5",413268,"Pvalb-IRES-Cre;Ai14-413268","F","P61",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,755393188,"SM.GE5VR_S138_E1.50","RSC-179","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"2488","mIVSCC-MET",755417615,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503.05.02.02","right","VISp2/3",413503,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503","M","P58",NA,NA,"Chrna2-Cre_OE25/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755417515,"SM.GE5VR_S120_E1.50","RSC-179","CS180626100009","Sncg Vip Nptx2","Sncg"
"2489","mIVSCC-MET",755435736,"Pvalb-IRES-Cre;Ai14-413268.05.02.01","right","VISp5",413268,"Pvalb-IRES-Cre;Ai14-413268","F","P61",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,755435474,"SM.GE5VR_S140_E1.50","RSC-179","CS180626100056","Pvalb Gpr149 Islr","Pvalb"
"2490","mIVSCC-MET",755437197,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503.02.02.01","right","VISl5",413503,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413503","M","P58",NA,NA,"Chrna2-Cre_OE25/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755437014,"SM.GE5VR_S139_E1.50","RSC-179","CS180626100020","Vip Lmo1 Myl1","Vip"
"2491","mIVSCC-MET",755444656,"Pvalb-IRES-Cre;Ai14-413268.04.01.01","left","VISp2/3",413268,"Pvalb-IRES-Cre;Ai14-413268","F","P61",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,755444341,"SM.GE5VR_S134_E1.50","RSC-179","CS180626100059","Pvalb Tpbg","Pvalb"
"2492","mIVSCC-MET",755478309,"Pvalb-IRES-Cre;Ai14-413268.04.01.02","left","VISp5",413268,"Pvalb-IRES-Cre;Ai14-413268","F","P61",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,755478153,"SM.GE5VR_S135_E1.50","RSC-179","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"2493","mIVSCC-MET",755528415,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.04.02.01","right","VISp2/3",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755528307,"SM.GE5VR_S129_E1.50","RSC-179","CS180626100025","Vip Chat Htr1f","Vip"
"2494","mIVSCC-MET",755541521,"Pvalb-IRES-Cre;Ai14-413970.05.01.01","left","VISp6a",413970,"Pvalb-IRES-Cre;Ai14-413970","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,755541285,"SM.GE5VR_S141_E1.50","RSC-179","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"2495","mIVSCC-MET",755543366,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.04.02.02","right","VISp2/3",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755543179,"SM.GE5VR_S130_E1.50","RSC-179","CS180626100025","Vip Chat Htr1f","Vip"
"2496","mIVSCC-MET",755552030,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.04.02.03","right","VISp2/3",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.288615438779257,NA,755551872,"SM.GE5VR_S131_E1.50","RSC-179","CS180626100025","Vip Chat Htr1f","Vip"
"2497","mIVSCC-MET",755571201,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.04.01.02","left","VISp2/3",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755571001,"SM.GE5VR_S111_E1.50","RSC-179","CS180626100026","Vip Pygm C1ql1","Vip"
"2498","mIVSCC-MET",755579326,"Pvalb-IRES-Cre;Ai14-413970.05.01.02","left","VISpm5",413970,"Pvalb-IRES-Cre;Ai14-413970","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,755579204,"SM.GE5VR_S142_E1.50","RSC-179","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"2499","mIVSCC-MET",755584480,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.05.02.01","right","VISp2/3",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755584342,"SM.GE5VR_S136_E1.50","RSC-179","CS180626100013","Serpinf1 Aqp5 Vip","Serpinf1"
"2500","mIVSCC-MET",755592855,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.03.02.01","right","VISp2/3",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.250368639465593,NA,755592769,"SM.GE5VR_S132_E1.50","RSC-179","CS180626100026","Vip Pygm C1ql1","Vip"
"2501","mIVSCC-MET",755596639,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.04.01.03","left","VISp2/3",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755596418,"SM.GE5VR_S112_E1.50","RSC-179","CS180626100026","Vip Pygm C1ql1","Vip"
"2502","mIVSCC-MET",755596851,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.03.01.01","left","VISp2/3",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755596735,"SM.GE5VR_S145_E1.50","RSC-179","CS180626100025","Vip Chat Htr1f","Vip"
"2503","mIVSCC-MET",755615266,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.05.02.02","right","VISp6a",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755615124,"SM.GE5VR_S137_E1.50","RSC-179","CS180626100013","Serpinf1 Aqp5 Vip","Serpinf1"
"2504","mIVSCC-MET",755620558,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.03.01.02","left","VISp1",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755620509,"SM.GE5VR_S146_E1.50","RSC-179","CS180626100026","Vip Pygm C1ql1","Vip"
"2505","mIVSCC-MET",755625739,"Pvalb-IRES-Cre;Ai14-413970.05.02.01","right","VISp5",413970,"Pvalb-IRES-Cre;Ai14-413970","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.630852815778728,NA,755625718,"SM.GE5VR_S143_E1.50","RSC-179","CS180626100056","Pvalb Gpr149 Islr","Pvalb"
"2506","mIVSCC-MET",755625849,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.03.01.03","left","VISl2/3",413072,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072","F","P62",NA,NA,"Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.352014560528468,NA,755625833,"SM.GE5VR_S147_E1.50","RSC-179","CS180626100025","Vip Chat Htr1f","Vip"
"2507","mIVSCC-MET",755913304,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413509.04.01.01","left","VISp2/3",413509,"Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-413509","F","P59",NA,NA,"Chrna2-Cre_OE25/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,755912861,"SM.GE5VR_S160_E1.50","RSC-179","CS180626100020","Vip Lmo1 Myl1","Vip"
"2508","mIVSCC-MET",755931935,"Sst-IRES-Cre;Ai167-415616.04.02.01","right","VISpm5",415616,"Sst-IRES-Cre;Ai167-415616","F","P48",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,755931299,"SM.GE5VR_S163_E1.50","RSC-179","CS180626100035","Sst Calb2 Pdlim5","Sst"
"2509","mIVSCC-MET",756049977,"Sst-IRES-Cre;Ai167-415616.02.02.01","right","VISp6b",415616,"Sst-IRES-Cre;Ai167-415616","F","P48",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756049962,"SM.GE5VR_S166_E1.50","RSC-179","CS180626100032","Sst Tac1 Htr1d","Sst"
"2510","mIVSCC-MET",756074718,"Sst-IRES-Cre;Ai167-415616.05.02.04","right","VISpm4",415616,"Sst-IRES-Cre;Ai167-415616","F","P48",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756074703,"SM.GE5VR_S170_E1.50","RSC-179","CS180626100059","Pvalb Tpbg","Pvalb"
"2511","mIVSCC-MET",756099070,"Pvalb-IRES-Cre;Ai14-413971.04.02.01","right","VISp6a",413971,"Pvalb-IRES-Cre;Ai14-413971","M","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756099055,"SM.GE5VR_S155_E1.50","RSC-179","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"2512","mIVSCC-MET",756100795,"Pvalb-IRES-Cre;Ai14-413971.04.02.02","right","VISp2/3",413971,"Pvalb-IRES-Cre;Ai14-413971","M","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756100780,"SM.GE5VR_S156_E1.50","RSC-179","CS180626100032","Sst Tac1 Htr1d","Sst"
"2513","mIVSCC-MET",756102373,"Pvalb-IRES-Cre;Ai14-413971.03.01.01","left","VISp6a",413971,"Pvalb-IRES-Cre;Ai14-413971","M","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756102356,"SM.GE5VR_S161_E1.50","RSC-179","CS180626100057","Pvalb Reln Tac1","Pvalb"
"2514","mIVSCC-MET",756109037,"Pvalb-IRES-Cre;Ai14-413971.03.01.02","left","VISp6a",413971,"Pvalb-IRES-Cre;Ai14-413971","M","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756109022,"SM.GE5VR_S162_E1.50","RSC-179","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"2515","mIVSCC-MET",756109552,"Pvalb-IRES-Cre;Ai14-413971.04.01.01","left","VISp5",413971,"Pvalb-IRES-Cre;Ai14-413971","M","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756109537,"SM.GE5VR_S157_E1.50","RSC-179","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"2516","mIVSCC-MET",756412962,"Sst-IRES-Cre;Ai167-415617.03.01.03","left","VISp5",415617,"Sst-IRES-Cre;Ai167-415617","F","P49",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756412893,"SM.GE5VR_S186_E1.50","RSC-179","CS180626100037","Sst Myh8 Etv1 ","Sst"
"2517","mIVSCC-MET",756430849,"Sst-IRES-Cre;Ai167-415617.05.02.01","right","VISp5",415617,"Sst-IRES-Cre;Ai167-415617","F","P49",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756430562,"SM.GE5VR_S188_E1.50","RSC-179","CS180626100035","Sst Calb2 Pdlim5","Sst"
"2518","mIVSCC-MET",756436794,"Sst-IRES-Cre;Ai167-415617.05.01.01","left","VISp6a",415617,"Sst-IRES-Cre;Ai167-415617","F","P49",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756436407,"SM.GE5VR_S190_E1.50","RSC-179","CS180626100046","Sst Esm1","Sst"
"2519","mIVSCC-MET",756456229,"Sst-IRES-Cre;Ai167-415617.03.02.01","right","VISp5",415617,"Sst-IRES-Cre;Ai167-415617","F","P49",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756455876,"SM.GE5VJ_S002_E1.50","RSC-180","CS180626100054","Pvalb Calb1 Sst","Pvalb"
"2520","mIVSCC-MET",756499370,"Sst-IRES-Cre;Ai167-415617.03.02.02","right","VISp6a",415617,"Sst-IRES-Cre;Ai167-415617","F","P49",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756498869,"SM.GE5VJ_S003_E1.50","RSC-180","CS180626100052","Pvalb Th Sst","Pvalb"
"2521","mIVSCC-MET",756500119,"Sst-IRES-Cre;Ai167-415617.06.01.02","left","VISrl2/3",415617,"Sst-IRES-Cre;Ai167-415617","F","P49",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756499777,"SM.GE5VR_S192_E1.50","RSC-179","CS180626100033","Sst Tac1 Tacr3","Sst"
"2522","mIVSCC-MET",756500874,"Sst-IRES-Cre;Ai167-415617.06.02.01","right","VISam4",415617,"Sst-IRES-Cre;Ai167-415617","F","P49",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756500301,"SM.GE5VR_S189_E1.50","RSC-179","CS180626100043","Sst Hpse Cbln4","Sst"
"2523","mIVSCC-MET",756524730,"Sst-IRES-Cre;Ai167-415617.02.01.01","left","VISp5",415617,"Sst-IRES-Cre;Ai167-415617","F","P49",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756524507,"SM.GE5VR_S191_E1.50","RSC-179","CS180626100052","Pvalb Th Sst","Pvalb"
"2524","mIVSCC-MET",756549723,"Sst-IRES-Cre;Ai167-415617.03.02.03","right","VISp5",415617,"Sst-IRES-Cre;Ai167-415617","F","P49",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,756549045,"SM.GE5VJ_S004_E1.50","RSC-180","CS180626100037","Sst Myh8 Etv1 ","Sst"
"2525","mIVSCC-MET",756577499,"Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-415181.03.02.01","right","VISp5",415181,"Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-415181","F","P59",NA,NA,"Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,756577321,"SM.GE5VR_S175_E1.50","RSC-179","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"2526","mIVSCC-MET",756604961,"Pvalb-IRES-Cre;Ai14-413974.04.02.01","right","VISp4",413974,"Pvalb-IRES-Cre;Ai14-413974","F","P58",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756604729,"SM.GE5VR_S176_E1.50","RSC-179","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"2527","mIVSCC-MET",756644874,"Pvalb-IRES-Cre;Ai14-413974.04.02.02","right","VISp6a",413974,"Pvalb-IRES-Cre;Ai14-413974","F","P58",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756644722,"SM.GE5VR_S177_E1.50","RSC-179","CS180626100053","Pvalb Akr1c18 Ntf3","Pvalb"
"2528","mIVSCC-MET",756659247,"Pvalb-IRES-Cre;Ai14-413974.03.01.02","left","VISp4",413974,"Pvalb-IRES-Cre;Ai14-413974","F","P58",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756659097,"SM.GE5VR_S180_E1.50","RSC-179","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"2529","mIVSCC-MET",756672100,"Pvalb-IRES-Cre;Ai14-413974.05.01.02","left","VISp2/3",413974,"Pvalb-IRES-Cre;Ai14-413974","F","P58",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756671895,"SM.GE5VR_S183_E1.50","RSC-179","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"2530","mIVSCC-MET",756672253,"Pvalb-IRES-Cre;Ai14-413974.04.01.01","left","VISp6a",413974,"Pvalb-IRES-Cre;Ai14-413974","F","P58",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756672154,"SM.GE5VR_S178_E1.50","RSC-179","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"2531","mIVSCC-MET",756672453,"Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-415181.05.01.01","left","VISp5",415181,"Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-415181","F","P59",NA,NA,"Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,756672346,"SM.GE5VR_S182_E1.50","RSC-179","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"2532","mIVSCC-MET",756692316,"Pvalb-IRES-Cre;Ai14-413974.05.01.03","left","VISp6a",413974,"Pvalb-IRES-Cre;Ai14-413974","F","P58",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756692001,"SM.GE5VR_S184_E1.50","RSC-179","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"2533","mIVSCC-MET",756692726,"Pvalb-IRES-Cre;Ai14-413974.04.01.02","left","VISp6a",413974,"Pvalb-IRES-Cre;Ai14-413974","F","P58",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756692488,"SM.GE5VR_S179_E1.50","RSC-179","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"2534","mIVSCC-MET",756727211,"Pvalb-IRES-Cre;Ai14-413974.03.01.03","left","VISp4",413974,"Pvalb-IRES-Cre;Ai14-413974","F","P58",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,756727054,"SM.GE5VR_S181_E1.50","RSC-179","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"2535","mIVSCC-MET",757080816,"Sst-IRES-Cre;Ai167-415618.03.01.01","left","VISpm6a",415618,"Sst-IRES-Cre;Ai167-415618","F","P52",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,757080441,"SM.GE5VJ_S023_E1.50","RSC-180","CS180626100038","Sst Myh8 Fibin","Sst"
"2536","mIVSCC-MET",757120969,"Sst-IRES-Cre;Ai167-415618.03.01.02","left","VISp5",415618,"Sst-IRES-Cre;Ai167-415618","F","P52",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,757120688,"SM.GE5VJ_S024_E1.50","RSC-180","CS180626100045","Sst Crh 4930553C11Rik ","Sst"
"2537","mIVSCC-MET",757139742,"Sst-IRES-Cre;Ai167-415618.04.02.01","right","VISam2/3",415618,"Sst-IRES-Cre;Ai167-415618","F","P52",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,757139686,"SM.GE5VJ_S025_E1.50","RSC-180","CS180626100059","Pvalb Tpbg","Pvalb"
"2538","mIVSCC-MET",757192824,"Sst-IRES-Cre;Ai167-415618.03.02.01","right","VISpm2/3",415618,"Sst-IRES-Cre;Ai167-415618","F","P52",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,757192530,"SM.GE5VJ_S026_E1.50","RSC-180","CS180626100059","Pvalb Tpbg","Pvalb"
"2539","mIVSCC-MET",757193092,"Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-415022.04.01.02","left","VISpm2/3",415022,"Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-415022","M","P55",NA,NA,"Cck-IRES-Cre/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,757192922,"SM.GE5VJ_S005_E1.50","RSC-180","CS180626100029","Vip Col15a1 Pde1a","Vip"
"2540","mIVSCC-MET",757205480,"Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-415022.02.01.01","left","VISp2/3",415022,"Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-415022","M","P55",NA,NA,"Cck-IRES-Cre/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,757205181,"SM.GE5VJ_S020_E1.50","RSC-180","CS180626100009","Sncg Vip Nptx2","Sncg"
"2541","mIVSCC-MET",757210519,"Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-415022.05.01.02","left","VISpm2/3",415022,"Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-415022","M","P55",NA,NA,"Cck-IRES-Cre/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,757210187,"SM.GE5VJ_S008_E1.50","RSC-180","CS180626100028","Vip Crispld2 Kcne4","Vip"
