"","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","ethnicity","medical_conditions","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","depth_from_pia_um","ephys_session_id","transcriptomics_sample_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","subclass"
"1042","mIVSCC-MET",694437359,"Th-P2A-FlpO;Ai65F-389709.05.02.01","right","VISp6a",389709,"Th-P2A-FlpO;Ai65F-389709","M","P42",NA,NA,"Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"full",0.800342395029057,NA,694437231,"SM.GE92K_S121_E1.50","RSC-157","CS180626100051","Pvalb Gabrg1","Pvalb"
"1043","mIVSCC-MET",694441917,"Th-P2A-FlpO;Ai65F-389709.05.01.01","left","VISpm6a",389709,"Th-P2A-FlpO;Ai65F-389709","M","P42",NA,NA,"Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,NA,694441804,"SM.GE92K_S114_E1.50","RSC-157","CS180626100053","Pvalb Akr1c18 Ntf3","Pvalb"
"1044","mIVSCC-MET",694474022,"Th-P2A-FlpO;Ai65F-389709.05.01.02","left","VISpm6a",389709,"Th-P2A-FlpO;Ai65F-389709","M","P42",NA,NA,"Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,NA,694473905,"SM.GE92K_S115_E1.50","RSC-157","CS180626100051","Pvalb Gabrg1","Pvalb"
"1045","mIVSCC-MET",694478454,"Th-P2A-FlpO;Ai65F-389709.02.02.01","right","VISp6a",389709,"Th-P2A-FlpO;Ai65F-389709","M","P42",NA,NA,"Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,NA,694478384,"SM.GE92K_S143_E1.50","RSC-157","CS180626100052","Pvalb Th Sst","Pvalb"
"1046","mIVSCC-MET",694482319,"Th-P2A-FlpO;Ai65F-389709.02.02.02","right","VISp6a",389709,"Th-P2A-FlpO;Ai65F-389709","M","P42",NA,NA,"Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,NA,694482237,"SM.GE92K_S144_E1.50","RSC-157","CS180626100051","Pvalb Gabrg1","Pvalb"
"1047","mIVSCC-MET",694664060,"Vip-IRES-Cre;Ai14-390084.03.01.01","left","VISp1",390084,"Vip-IRES-Cre;Ai14-390084","M","P43",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,694663915,"SM.GE92K_S157_E1.50","RSC-157","CS180626100027","Vip Crispld2 Htr2c","Vip"
"1048","mIVSCC-MET",694689662,"Vip-IRES-Cre;Ai14-390084.04.02.01","right","VISp2/3",390084,"Vip-IRES-Cre;Ai14-390084","M","P43",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.284105222349874,NA,694689486,"SM.GE92K_S149_E1.50","RSC-157","CS180626100021","Vip Ptprt Pkp2","Vip"
"1049","mIVSCC-MET",694717177,"Vip-IRES-Cre;Ai14-390084.04.02.02","right","VISp2/3",390084,"Vip-IRES-Cre;Ai14-390084","M","P43",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,694716985,"SM.GE92K_S150_E1.50","RSC-157","CS180626100028","Vip Crispld2 Kcne4","Vip"
"1050","mIVSCC-MET",694717281,"Vip-IRES-Cre;Ai14-390084.03.01.03","left","VISp2/3",390084,"Vip-IRES-Cre;Ai14-390084","M","P43",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","spiny","notchecked","",NA,NA,694717224,"SM.GE92K_S159_E1.50","RSC-157","CS180626100063","L2/3 IT VISp Agmat","L2/3"
"1051","mIVSCC-MET",694734857,"Vip-IRES-Cre;Ai14-390084.04.02.03","right","VISp4",390084,"Vip-IRES-Cre;Ai14-390084","M","P43",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.423702297006542,NA,694734628,"SM.GE92K_S151_E1.50","RSC-157","CS180626100020","Vip Lmo1 Myl1","Vip"
"1052","mIVSCC-MET",694847737,"Vip-IRES-Cre;Ai14-388042.03.01.01","left","VISpm2/3",388042,"Vip-IRES-Cre;Ai14-388042","M","P55",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,694847649,"SM.GE92K_S161_E1.50","RSC-157","CS180626100019","Vip Lmo1 Fam159b","Vip"
"1053","mIVSCC-MET",694860793,"Vip-IRES-Cre;Ai14-388042.03.01.02","left","VISp5",388042,"Vip-IRES-Cre;Ai14-388042","M","P55",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,694860564,"SM.GE92K_S162_E1.50","RSC-157","CS180626100018","Vip Gpc3 Slc18a3","Vip"
"1054","mIVSCC-MET",694867498,"Vip-IRES-Cre;Ai14-388042.04.02.01","right","VISp2/3",388042,"Vip-IRES-Cre;Ai14-388042","M","P55",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,694867362,"SM.GE92K_S154_E1.50","RSC-157","CS180626100022","Vip Rspo4 Rxfp1 Chat","Vip"
"1055","mIVSCC-MET",694869009,"Vip-IRES-Cre;Ai14-388042.03.01.03","left","VISp2/3",388042,"Vip-IRES-Cre;Ai14-388042","M","P55",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,694868911,"SM.GE92K_S163_E1.50","RSC-157","CS180626100021","Vip Ptprt Pkp2","Vip"
"1056","mIVSCC-MET",694873662,"Vip-IRES-Cre;Ai14-388042.03.01.04","left","VISp6a",388042,"Vip-IRES-Cre;Ai14-388042","M","P55",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,694873580,"SM.GE92K_S164_E1.50","RSC-157","","",""
"1057","mIVSCC-MET",694874769,"Vip-IRES-Cre;Ai14-388042.04.02.02","right","VISp2/3",388042,"Vip-IRES-Cre;Ai14-388042","M","P55",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,694874709,"SM.GE92K_S155_E1.50","RSC-157","CS180626100021","Vip Ptprt Pkp2","Vip"
"1058","mIVSCC-MET",694898822,"Vip-IRES-Cre;Ai14-388042.02.01.01","left","VISp5",388042,"Vip-IRES-Cre;Ai14-388042","M","P55",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,694898738,"SM.GE92K_S167_E1.50","RSC-157","CS180626100016","Vip Igfbp4 Mab21l1","Vip"
"1059","mIVSCC-MET",695266455,"Vip-IRES-Cre;Ai14-390085.03.02.01","right","VISp4",390085,"Vip-IRES-Cre;Ai14-390085","M","P44",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,695266274,"SM.GE92K_S186_E1.50","RSC-157","CS180626100028","Vip Crispld2 Kcne4","Vip"
"1060","mIVSCC-MET",695289158,"Vip-IRES-Cre;Ai14-390085.03.02.02","right","VISp5",390085,"Vip-IRES-Cre;Ai14-390085","M","P44",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,695289019,"SM.GE92K_S187_E1.50","RSC-157","CS180626100019","Vip Lmo1 Fam159b","Vip"
"1061","mIVSCC-MET",695316536,"Vip-IRES-Cre;Ai14-390085.04.02.02","right","VISp2/3",390085,"Vip-IRES-Cre;Ai14-390085","M","P44",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.306531265213726,NA,695316319,"SM.GE92A_S030_E1.50","RSC-158","CS180626100021","Vip Ptprt Pkp2","Vip"
"1062","mIVSCC-MET",695318015,"Vip-IRES-Cre;Ai14-390085.03.02.03","right","VISp2/3",390085,"Vip-IRES-Cre;Ai14-390085","M","P44",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,695317780,"SM.GE92K_S188_E1.50","RSC-157","CS180626100028","Vip Crispld2 Kcne4","Vip"
"1063","mIVSCC-MET",695422181,"Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388544.03.01.01","left","VISp4",388544,"Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388544","M","P53",NA,NA,"Htr3a-Cre_NO152/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,695422070,"SM.GE92A_S011_E1.50","RSC-158","CS180626100035","Sst Calb2 Pdlim5","Sst"
"1064","mIVSCC-MET",695432655,"Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388544.03.01.03","left","VISpm5",388544,"Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388544","M","P53",NA,NA,"Htr3a-Cre_NO152/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,695432532,"SM.GE92A_S013_E1.50","RSC-158","CS180626100047","Sst Tac2 Tacstd2","Sst"
"1065","mIVSCC-MET",695446404,"Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388544.04.02.01","right","VISp6a",388544,"Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388544","M","P53",NA,NA,"Htr3a-Cre_NO152/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,695446311,"SM.GE92K_S168_E1.50","RSC-157","CS180626100047","Sst Tac2 Tacstd2","Sst"
"1066","mIVSCC-MET",695452579,"Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388544.04.02.02","right","VISp4",388544,"Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388544","M","P53",NA,NA,"Htr3a-Cre_NO152/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,695452406,"SM.GE92K_S169_E1.50","RSC-157","CS180626100043","Sst Hpse Cbln4","Sst"
"1067","mIVSCC-MET",695927327,"Sst-IRES-Cre;Ai14-387691.03.02.01","right","VISpm6a",387691,"Sst-IRES-Cre;Ai14-387691","F","P59",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,695927018,"SM.GE92A_S049_E1.50","RSC-158","CS180626100047","Sst Tac2 Tacstd2","Sst"
"1068","mIVSCC-MET",695949332,"Sst-IRES-Cre;Ai14-387691.03.02.02","right","VISam5",387691,"Sst-IRES-Cre;Ai14-387691","F","P59",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,695949126,"SM.GE92A_S050_E1.50","RSC-158","CS180626100043","Sst Hpse Cbln4","Sst"
"1069","mIVSCC-MET",696030664,"Sst-IRES-Cre;Ai14-387691.03.01.01","left","VISp5",387691,"Sst-IRES-Cre;Ai14-387691","F","P59",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,696030379,"SM.GE92A_S058_E1.50","RSC-158","CS180626100042","Sst Hpse Sema3c","Sst"
"1070","mIVSCC-MET",696059326,"Sst-IRES-Cre;Ai14-387691.03.01.02","left","VISp2/3",387691,"Sst-IRES-Cre;Ai14-387691","F","P59",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",NA,NA,696059147,"SM.GE92A_S059_E1.50","RSC-158","CS180626100035","Sst Calb2 Pdlim5","Sst"
"1071","mIVSCC-MET",696081106,"Sst-IRES-Cre;Ai14-387691.03.01.03","left","VISp5",387691,"Sst-IRES-Cre;Ai14-387691","F","P59",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,696080959,"SM.GE92A_S060_E1.50","RSC-158","CS180626100049","Sst Rxfp1 Prdm8","Sst"
"1072","mIVSCC-MET",696097687,"Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388546.04.02.01","right","VISp6a",388546,"Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388546","M","P54",NA,NA,"Htr3a-Cre_NO152/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,696097574,"SM.GE92A_S051_E1.50","RSC-158","CS180626100038","Sst Myh8 Fibin","Sst"
"1073","mIVSCC-MET",696115308,"Vip-IRES-Cre;Ai14-390091.03.02.01","right","VISp2/3",390091,"Vip-IRES-Cre;Ai14-390091","F","P45",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.269666103896176,NA,696115179,"SM.GE92A_S053_E1.50","RSC-158","CS180626100023","Vip Lect1 Oxtr","Vip"
"1074","mIVSCC-MET",696124071,"Vip-IRES-Cre;Ai14-390091.03.02.02","right","VISp4",390091,"Vip-IRES-Cre;Ai14-390091","F","P45",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,696123978,"SM.GE92A_S054_E1.50","RSC-158","CS180626100020","Vip Lmo1 Myl1","Vip"
"1075","mIVSCC-MET",696128312,"Vip-IRES-Cre;Ai14-388049.03.02.01","right","VISp2/3",388049,"Vip-IRES-Cre;Ai14-388049","F","P57",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,696128291,"SM.GE92A_S057_E1.50","RSC-158","CS180626100026","Vip Pygm C1ql1","Vip"
"1076","mIVSCC-MET",696136783,"Vip-IRES-Cre;Ai14-388049.04.01.02","left","VISp5",388049,"Vip-IRES-Cre;Ai14-388049","F","P57",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,696136767,"SM.GE92A_S065_E1.50","RSC-158","CS180626100011","Sncg Vip Itih5","Sncg"
"1077","mIVSCC-MET",697292431,"Slc32a1-IRES-Cre;Ai14-387401.04.02.01","right","VISp4",387401,"Slc32a1-IRES-Cre;Ai14-387401","F","P63",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697292250,"SM.GE92A_S069_E1.50","RSC-158","CS180626100059","Pvalb Tpbg","Pvalb"
"1078","mIVSCC-MET",697306483,"Slc32a1-IRES-Cre;Ai14-387401.04.02.02","right","VISp4",387401,"Slc32a1-IRES-Cre;Ai14-387401","F","P63",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697306351,"SM.GE92A_S070_E1.50","RSC-158","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"1079","mIVSCC-MET",697326722,"Slc32a1-IRES-Cre;Ai14-387401.04.02.04","right","VISal4",387401,"Slc32a1-IRES-Cre;Ai14-387401","F","P63",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697326707,"SM.GE92A_S072_E1.50","RSC-158","CS180626100059","Pvalb Tpbg","Pvalb"
"1080","mIVSCC-MET",697328468,"Th-P2A-FlpO;Ai65F-389711.03.01.01","left","VISpm5",389711,"Th-P2A-FlpO;Ai65F-389711","F","P49",NA,NA,"Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,NA,697328453,"SM.GE92A_S081_E1.50","RSC-158","CS180626100056","Pvalb Gpr149 Islr","Pvalb"
"1081","mIVSCC-MET",697502029,"Slc17a8-IRES2-Cre;Ai14-390755.04.02.01","right","VISp6a",390755,"Slc17a8-IRES2-Cre;Ai14-390755","M","P46",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.774828310472801,NA,697501867,"SM.GE92A_S092_E1.50","RSC-158","CS180626100049","Sst Rxfp1 Prdm8","Sst"
"1082","mIVSCC-MET",697516491,"Slc17a8-IRES2-Cre;Ai14-390755.04.01.01","left","VISp4",390755,"Slc17a8-IRES2-Cre;Ai14-390755","M","P46",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697516050,"SM.GE92A_S082_E1.50","RSC-158","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"1083","mIVSCC-MET",697521591,"Slc17a8-IRES2-Cre;Ai14-390755.04.02.02","right","VISp6a",390755,"Slc17a8-IRES2-Cre;Ai14-390755","M","P46",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697521429,"SM.GE92A_S093_E1.50","RSC-158","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1084","mIVSCC-MET",697543032,"Slc17a8-IRES2-Cre;Ai14-390755.05.02.02","right","VISp6a",390755,"Slc17a8-IRES2-Cre;Ai14-390755","M","P46",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697542828,"SM.GE8X4_S113_E1.50","RSC-159","CS180626100053","Pvalb Akr1c18 Ntf3","Pvalb"
"1085","mIVSCC-MET",697543249,"Slc17a8-IRES2-Cre;Ai14-390755.04.02.03","right","VISp6a",390755,"Slc17a8-IRES2-Cre;Ai14-390755","M","P46",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697543162,"SM.GE92A_S094_E1.50","RSC-158","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1086","mIVSCC-MET",697571041,"Pvalb-IRES-Cre;Ai14-389352.04.02.02","right","VISp5",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697570771,"SM.GE8X4_S110_E1.50","RSC-159","CS180626100056","Pvalb Gpr149 Islr","Pvalb"
"1087","mIVSCC-MET",697582111,"Slc17a8-IRES2-Cre;Ai14-390755.04.01.04","left","VISl5",390755,"Slc17a8-IRES2-Cre;Ai14-390755","M","P46",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697580856,"SM.GE92A_S085_E1.50","RSC-158","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"1088","mIVSCC-MET",697609511,"Slc17a8-IRES2-Cre;Ai14-390755.05.02.04","right","VISp6a",390755,"Slc17a8-IRES2-Cre;Ai14-390755","M","P46",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697609256,"SM.GE8X4_S115_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1089","mIVSCC-MET",697764035,"Htr3a-Cre_NO152;Ai14-389956.02.01.01","left","VISpm2/3",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697763961,"SM.GE8X4_S103_E1.50","RSC-159","CS180626100006","Lamp5 Lsp1","Lamp5"
"1090","mIVSCC-MET",697783972,"Chat-IRES-Cre-neo;Ai14-390255.03.01.01","left","VISp4",390255,"Chat-IRES-Cre-neo;Ai14-390255","M","P49",NA,NA,"Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697783658,"SM.GE92A_S086_E1.50","RSC-158","CS180626100021","Vip Ptprt Pkp2","Vip"
"1091","mIVSCC-MET",697787349,"Pvalb-IRES-Cre;Ai14-389352.03.02.01","right","VISp6a",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.825990832208545,NA,697787132,"SM.GE92A_S095_E1.50","RSC-158","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1092","mIVSCC-MET",697793366,"Chat-IRES-Cre-neo;Ai14-390255.03.01.02","left","VISp2/3",390255,"Chat-IRES-Cre-neo;Ai14-390255","M","P49",NA,NA,"Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697793211,"SM.GE92A_S087_E1.50","RSC-158","CS180626100020","Vip Lmo1 Myl1","Vip"
"1093","mIVSCC-MET",697793498,"Htr3a-Cre_NO152;Ai14-389956.02.01.03","left","VISp2/3",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697793428,"SM.GE8X4_S105_E1.50","RSC-159","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"1094","mIVSCC-MET",697795277,"Pvalb-IRES-Cre;Ai14-389352.03.02.02","right","VISp6a",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.923487963911805,NA,697795197,"SM.GE92A_S096_E1.50","RSC-158","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1095","mIVSCC-MET",697795393,"Pvalb-IRES-Cre;Ai14-389352.04.01.01","left","VISp6a",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697795351,"SM.GE8X4_S116_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1096","mIVSCC-MET",697798908,"Htr3a-Cre_NO152;Ai14-389956.02.01.04","left","VISp5",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697798884,"SM.GE8X4_S106_E1.50","RSC-159","CS180626100019","Vip Lmo1 Fam159b","Vip"
"1097","mIVSCC-MET",697799017,"Chat-IRES-Cre-neo;Ai14-390255.03.01.03","left","VISp2/3",390255,"Chat-IRES-Cre-neo;Ai14-390255","M","P49",NA,NA,"Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.279205017804744,NA,697798929,"SM.GE92A_S088_E1.50","RSC-158","CS180626100020","Vip Lmo1 Myl1","Vip"
"1098","mIVSCC-MET",697804311,"Pvalb-IRES-Cre;Ai14-389352.04.01.02","left","VISp5",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697804296,"SM.GE8X4_S117_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1099","mIVSCC-MET",697804445,"Chat-IRES-Cre-neo;Ai14-390255.02.02.01","right","VISp2/3",390255,"Chat-IRES-Cre-neo;Ai14-390255","M","P49",NA,NA,"Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697804326,"SM.GE8X4_S111_E1.50","RSC-159","CS180626100022","Vip Rspo4 Rxfp1 Chat","Vip"
"1100","mIVSCC-MET",697806661,"Pvalb-IRES-Cre;Ai14-389352.03.02.03","right","VISp6a",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697806645,"SM.GE8X4_S097_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1101","mIVSCC-MET",697810063,"Chat-IRES-Cre-neo;Ai14-390255.02.01.01","left","VISp2/3",390255,"Chat-IRES-Cre-neo;Ai14-390255","M","P49",NA,NA,"Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697810048,"SM.GE8X4_S107_E1.50","RSC-159","CS180626100022","Vip Rspo4 Rxfp1 Chat","Vip"
"1102","mIVSCC-MET",697810231,"Pvalb-IRES-Cre;Ai14-389352.04.01.03","left","VISp5",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697810214,"SM.GE8X4_S118_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1103","mIVSCC-MET",697810707,"Chat-IRES-Cre-neo;Ai14-390255.02.01.02","left","VISp4",390255,"Chat-IRES-Cre-neo;Ai14-390255","M","P49",NA,NA,"Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697810691,"SM.GE8X4_S108_E1.50","RSC-159","CS180626100021","Vip Ptprt Pkp2","Vip"
"1104","mIVSCC-MET",697810838,"Htr3a-Cre_NO152;Ai14-389956.04.02.01","right","VISp2/3",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.274775188602807,NA,697810823,"SM.GE8X4_S098_E1.50","RSC-159","CS180626100028","Vip Crispld2 Kcne4","Vip"
"1105","mIVSCC-MET",697811314,"Htr3a-Cre_NO152;Ai14-389956.02.02.01","right","VISpm2/3",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697811299,"SM.GE92A_S090_E1.50","RSC-158","CS180626100020","Vip Lmo1 Myl1","Vip"
"1106","mIVSCC-MET",697811579,"Htr3a-Cre_NO152;Ai14-389956.03.01.01","left","VISpm1",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697811564,"SM.GE8X4_S119_E1.50","RSC-159","CS180626100005","Lamp5 Plch2 Dock5","Lamp5"
"1107","mIVSCC-MET",697811820,"Htr3a-Cre_NO152;Ai14-389956.03.01.02","left","VISpm1",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,697811804,"SM.GE8X4_S120_E1.50","RSC-159","CS180626100005","Lamp5 Plch2 Dock5","Lamp5"
"1108","mIVSCC-MET",697976084,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-389210.04.01.01","left","VISpm5",389210,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-389210","M","P56",NA,NA,"Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,697975368,"SM.GE8X4_S121_E1.50","RSC-159","CS180626100031","Sst Mme Fam114a1","Sst"
"1109","mIVSCC-MET",697987610,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-389210.03.02.01","right","VISpm2/3",389210,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-389210","M","P56",NA,NA,"Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,697987226,"SM.GE8X4_S127_E1.50","RSC-159","CS180626100060","Pvalb Vipr2","Pvalb"
